item_id,stem,option_a,fb_a,option_b,fb_b,option_c,fb_c,option_d,fb_d,correct,rationale,rationale_img,subject,topic,difficulty,marks,instant_id,timed_id
RN_MED-S1-48,"A patient has a blood pressure of 88/60, pulse 120 bpm, and cold clammy skin. These signs indicate:",Hypertensive crisis,Incorrect – opposite presentation.,Hypovolemic shock,Correct – results from fluid or blood loss leading to poor perfusion.,Pulmonary embolism,Incorrect – causes dyspnea and chest pain but not cold extremities initially.,Fluid overload,"Incorrect – causes bounding pulse and edema, not hypotension.",B,"Hypovolemic shock manifests with hypotension, tachycardia, pallor, and cool skin from vasoconstriction; rapid fluid resuscitation and bleeding control are lifesaving.",,Medical Nursing,Emergency : Fluid Balance,Moderate,1,RN_MED-F-I5,RN_MED-F-T1
RN_MED-S1-49,What is the best indicator of long-term blood-glucose control in diabetics?,Fasting blood sugar,Incorrect – reflects glucose at one point in time.,HbA1c,Correct – averages blood glucose over 2–3 months.,Random glucose,Incorrect – fluctuates widely.,Urine glucose,Incorrect – unreliable and affected by renal threshold.,B,"Glycated hemoglobin (HbA1c) measures the proportion of hemoglobin bound to glucose, providing an integrated picture of glycemic control and treatment effectiveness.",,Medical Nursing,Endocrinology,Easy,1,RN_MED-F-I5,RN_MED-F-T1
RN_MED-S1-50,Which complication is the most serious concern in a patient with aplastic anemia?,Edema,Incorrect – not typical.,Infection due to neutropenia,Correct – lack of neutrophils leaves patient defenseless against pathogens.,Joint pain,Incorrect – unrelated symptom.,Constipation,Incorrect – not a hematologic issue.,B,"Aplastic anemia involves bone-marrow failure leading to pancytopenia; infection from neutropenia is the leading cause of death, requiring strict asepsis and protective isolation.",,Medical Nursing,Hematology,Moderate,1,RN_MED-F-I5,RN_MED-F-T1
RN_MED-S1-51,"A patient with liver cirrhosis has abdominal distension, shifting dullness, and fluid wave. What is the most likely diagnosis?",Gastritis,"Incorrect – involves inflammation of the stomach lining, not fluid buildup.",Ascites,Correct – results from portal hypertension and low albumin in cirrhosis.,Bowel obstruction,Incorrect – causes distension but with absent bowel sounds and vomiting.,Gastroenteritis,"Incorrect – causes diarrhea and cramping, not fluid accumulation.",B,"Ascites is fluid accumulation in the peritoneal cavity, commonly from liver cirrhosis; shifting dullness and fluid wave confirm its presence.",,Medical Nursing,Hepatic,Easy,1,RN_MED-F-I5,RN_MED-F-T1
RN_MED-S1-52,Which of the following blood components is deficient in hemophilia A?,Factor IX,Incorrect – deficiency defines hemophilia B.,Factor VII,"Incorrect – part of extrinsic pathway, not hemophilia A.",Factor VIII,Correct – its deficiency causes hemophilia A and prolonged bleeding.,Fibrinogen,"Incorrect – deficiency leads to afibrinogenemia, not hemophilia.",C,"Hemophilia A stems from factor VIII deficiency, impairing intrinsic coagulation and leading to spontaneous bleeding; treatment is factor VIII replacement.",,Medical Nursing,Hematology,Easy,1,RN_MED-F-I5,RN_MED-F-T1
RN_MED-S1-53,"A nurse observes a patient with peripheral edema, jugular-vein distension, and hepatomegaly. These signs are most consistent with:",Left-sided heart failure,Incorrect – causes pulmonary congestion and dyspnea.,Right-sided heart failure,Correct – leads to systemic venous congestion.,Myocardial infarction,"Incorrect – presents with chest pain, not edema.",Aortic aneurysm,"Incorrect – may cause rupture or pain, not venous distension.",B,"Right-sided heart failure produces systemic backup causing leg edema, hepatomegaly, and jugular-vein distension, while left-sided failure mainly affects the lungs.",,Medical Nursing,Cardiovascular,Moderate,1,RN_MED-F-I5,RN_MED-F-T1
RN_MED-S1-54,Which of the following lab findings is expected in a patient with megaloblastic anemia?,Low MCV,Incorrect – seen in iron-deficiency anemia.,High MCV,"Correct – reflects large, immature RBCs from impaired DNA synthesis.",Normal MCV,Incorrect – typical of chronic disease anemia.,Low reticulocyte count only,Incorrect – may occur but not defining feature.,B,Megaloblastic anemia from folate or vitamin B12 deficiency shows elevated MCV and macro-ovalocytes; supplementation restores normal erythropoiesis.,,Medical Nursing,Hematology,Moderate,1,RN_MED-F-I5,RN_MED-F-T1
RN_MED-S1-55,Which symptom indicates that a patient with hypothyroidism is decompensating into myxedema coma?,Tachycardia,Incorrect – bradycardia is typical.,Diarrhea,Incorrect – constipation is more common.,Hypothermia and altered mental status,Correct – hallmark of severe hypothyroidism crisis.,Hyperactivity,Incorrect – opposite of hypothyroid presentation.,C,"Myxedema coma is life-threatening extreme hypothyroidism presenting with hypothermia, hypotension, and altered mentation; requires IV thyroxine and supportive care.",,Medical Nursing,Endocrinology,Hard,1,RN_MED-F-I5,RN_MED-F-T1
RN_MED-S1-56,Which dietary instruction is most appropriate for a patient with iron-deficiency anemia?,Increase intake of dairy products,Incorrect – calcium reduces iron absorption.,Eat more green leafy vegetables only,Incorrect – non-heme iron requires vitamin C for absorption.,"Include red meat, legumes, and fortified cereals",Correct – rich sources of easily absorbed iron.,Avoid acidic fruits,Incorrect – vitamin C-rich fruits improve absorption.,C,Iron-deficiency anemia improves with heme-iron foods (meat) and vitamin C to enhance uptake; patients should avoid excess tea or calcium with meals.,,Medical Nursing,Nutrition,Easy,1,RN_MED-F-I5,RN_MED-F-T1
RN_MED-S1-57,"A patient with systemic lupus erythematosus (SLE) presents with joint pain, fatigue, and a facial rash. What type of rash is characteristic of SLE?",Shingles rash,Incorrect – vesicular and dermatomal.,Psoriatic plaque,Incorrect – silvery scales on extensor surfaces.,Butterfly (malar) rash,Correct – classic SLE facial eruption.,Petechial rash,"Incorrect – pinpoint bleeding spots, not SLE.",C,The malar or “butterfly” rash of SLE covers the cheeks and nose bridge; caused by immune-complex deposition and photosensitivity.,,Medical Nursing,Autoimmune,Easy,1,RN_MED-F-I5,RN_MED-F-T1
RN_MED-S1-58,Which of the following is an early sign of increased intracranial pressure (ICP)?,Bradycardia,Incorrect – a late Cushing’s triad sign.,Vomiting,Incorrect – may occur but is not the most sensitive early indicator.,Dilated pupils,Incorrect – suggests advancing ICP and possible herniation.,Altered level of consciousness,Correct – earliest and most sensitive indicator of rising ICP.,D,"Subtle changes in alertness, restlessness, or orientation typically precede vital-sign and pupillary changes in ICP elevation; prompt neuro checks and escalation are essential.",,Medical Nursing,Neurology,Moderate,1,RN_MED-F-I5,RN_MED-F-T1
RN_MED-S1-59,What is the primary concern when caring for a patient with hypernatremia?,Muscle cramps,Incorrect – more typical of hyponatremia.,Hypoglycemia,Incorrect – unrelated to sodium balance.,Seizure from hypocalcemia,"Incorrect – seizures in hypernatremia stem from neuronal dehydration, not calcium loss.",Cellular dehydration,"Correct – water shifts out of cells (notably neurons), risking confusion, seizures, and coma.",D,"Hypernatremia causes brain-cell shrinkage leading to neurologic instability; careful, gradual correction with hypotonic fluids prevents cerebral edema and rebound injury.",,Medical Nursing,Fluids & Electrolytes,Moderate,1,RN_MED-F-I5,RN_MED-F-T1
RN_MED-S1-60,A patient diagnosed with HIV/AIDS develops white plaques on the tongue and oral mucosa. What is the most likely condition?,Kaposi sarcoma,"Incorrect – presents as violaceous vascular lesions, not scrapable plaques.",Gingivitis,Incorrect – gum inflammation without curd-like plaques.,Aphthous ulcer,"Incorrect – painful erosions/ulcers, not white removable plaques.",Oral candidiasis,"Correct – thrush forms white, scrapable plaques due to Candida overgrowth in immunosuppression.",D,Oral candidiasis is a common opportunistic infection in HIV/AIDS; confirm by scraping/KOH prep and treat with topical nystatin or systemic azoles depending on severity.,,Medical Nursing,Infectious Disease,Easy,1,RN_MED-F-I5,RN_MED-F-T1
RN_MED-S1-61,"A patient presents with hematemesis, black tarry stools, and epigastric pain. What is the likely diagnosis?",Peptic ulcer disease,Correct – bleeding from gastric or duodenal ulcer causes hematemesis and melena.,Irritable bowel syndrome,Incorrect – functional bowel disorder without bleeding.,Hemorrhoids,"Incorrect – cause bright red bleeding, not black stools.",Diverticulitis,Incorrect – causes lower abdominal pain and possibly bright rectal bleeding.,A,Upper gastrointestinal bleeding from peptic ulcers presents with hematemesis and melena; early diagnosis prevents hypovolemia and perforation.,,Medical Nursing,Gastrointestinal,Easy,1,RN_MED-F-I5,RN_MED-F-T1
RN_MED-S1-62,"In a patient with bacterial meningitis, which cerebrospinal fluid (CSF) finding is most typical?",Cloudy CSF with increased protein and decreased glucose,Correct – hallmark of bacterial infection due to WBCs and glucose consumption by bacteria.,Clear CSF with high glucose,"Incorrect – normal or viral, not bacterial.",Cloudy CSF with normal glucose,Incorrect – glucose drops in bacterial infections.,Bloody CSF with high protein,Incorrect – suggests subarachnoid hemorrhage.,A,Bacterial meningitis increases CSF WBCs and protein while lowering glucose; early lumbar puncture guides antibiotic therapy.,,Medical Nursing,Infectious Disease : Neurology,Hard,1,RN_MED-F-I5,RN_MED-F-T1
RN_MED-S1-63,A patient with chronic kidney disease is receiving erythropoietin therapy. What is the primary goal of this treatment?,Increase urine output,Incorrect – erythropoietin doesn’t affect renal function.,Reduce potassium levels,Incorrect – unrelated to EPO action.,Stimulate red blood cell production,Correct – treats anemia due to reduced erythropoietin synthesis in CKD.,Lower blood pressure,Incorrect – EPO can slightly increase BP.,C,"In CKD, erythropoietin deficiency causes anemia; synthetic EPO stimulates marrow to produce RBCs, improving oxygenation and quality of life.",,Medical Nursing,Renal,Moderate,1,RN_MED-F-I5,RN_MED-F-T1
RN_MED-S1-64,Which of the following is a common side effect of prolonged corticosteroid therapy?,Hypoglycemia,Incorrect – corticosteroids raise blood glucose.,Osteoporosis,Correct – chronic use leads to bone resorption and calcium loss.,Bradycardia,Incorrect – unrelated.,Hyperkalemia,Incorrect – steroids cause potassium loss.,B,"Long-term corticosteroid use induces osteoporosis, muscle wasting, hyperglycemia, and immunosuppression; calcium and vitamin D supplements are advised.",,Medical Nursing,Pharmacology,Moderate,1,RN_MED-F-I5,RN_MED-F-T1
RN_MED-S1-65,A nurse is educating a patient with hyperthyroidism. Which of the following symptoms should be reported immediately?,Heat intolerance,Incorrect – expected non-emergency symptom.,Chest pain and palpitations,Correct – may signal arrhythmia or thyrotoxic crisis.,Weight loss,Incorrect – common but non-urgent.,Diarrhea,Incorrect – typical mild symptom.,B,Chest pain or palpitations in hyperthyroidism can indicate cardiac complications or thyroid storm; requires prompt medical attention.,,Medical Nursing,Endocrinology,Moderate,1,RN_MED-F-I5,RN_MED-F-T1
RN_MED-S1-66,Which of the following electrolyte imbalances is associated with Chvostek's sign?,Hypernatremia,Incorrect – not related to neuromuscular irritability.,Hyperkalemia,"Incorrect – affects cardiac conduction, not facial spasm.",Hypocalcemia,Correct – low calcium increases neuromuscular excitability.,Hypophosphatemia,"Incorrect – causes weakness, not tetany.",C,Chvostek’s and Trousseau’s signs indicate hypocalcemia; restoring calcium and vitamin D levels corrects neuromuscular irritability.,,Medical Nursing,Electrolytes,Moderate,1,RN_MED-F-I5,RN_MED-F-T1
RN_MED-S1-67,Which lab result confirms a diagnosis of HIV?,Elevated WBC,Incorrect – WBC often decreases in HIV.,Positive ELISA only,Incorrect – requires confirmatory test to avoid false positives.,Positive ELISA and confirmed by Western blot,Correct – standard two-step HIV testing protocol.,Elevated CRP,Incorrect – non-specific marker of inflammation.,C,HIV diagnosis involves screening with ELISA and confirmation by Western blot or PCR to ensure specificity before counseling and treatment initiation.,,Medical Nursing,Infectious Disease,Easy,1,RN_MED-F-I5,RN_MED-F-T1
RN_MED-S1-68,Which of the following signs is most specific for deep vein thrombosis (DVT)?,Palpitations,Incorrect – unrelated to venous thrombosis.,Cyanosis,Incorrect – may occur later but not diagnostic.,Calf tenderness and swelling,Correct – typical unilateral sign due to venous obstruction.,Chest pain,"Incorrect – suggests pulmonary embolism, not local DVT.",C,"DVT presents with unilateral calf pain, warmth, swelling, and tenderness; early detection prevents embolic complications.",,Medical Nursing,Cardiovascular,Easy,1,RN_MED-F-I5,RN_MED-F-T1
RN_MED-S1-69,What is the first line drug for managing active tuberculosis?,Amoxicillin,Incorrect – not effective against Mycobacterium tuberculosis.,Isoniazid,Correct – a key bactericidal drug in first-line TB regimen (RIPE).,Ciprofloxacin,Incorrect – used for resistant cases or other infections.,Acyclovir,"Incorrect – antiviral, not antibacterial.",B,"Isoniazid inhibits mycolic-acid synthesis essential to TB cell wall; it’s used with rifampin, pyrazinamide, and ethambutol in standard therapy.",,Medical Nursing,Infectious Disease,Easy,1,RN_MED-F-I5,RN_MED-F-T1
RN_MED-S1-70,A patient with chronic obstructive pulmonary disease (COPD) is prescribed oxygen. What is the safest oxygen delivery method?,Non-rebreather mask,"Incorrect – delivers high FiO₂, may suppress hypoxic drive.",Simple face mask,Incorrect – delivers higher flow than recommended for COPD.,Nasal cannula at 1–2 L/min,"Correct – provides low, controlled oxygen concentration.",Venturi mask at 100% FiO₂,"Incorrect – too high, risks CO₂ retention.",C,COPD patients rely partly on hypoxic drive; oxygen should be given via low-flow nasal cannula (1–2 L/min) to maintain SaO₂ 88–92% and avoid respiratory depression.,,Medical Nursing,Respiratory,Moderate,1,RN_MED-F-I5,RN_MED-F-T1
